Data from E:\petalosbyr.txt 11/10/2023  12:08:23 p.m.  


number of specimens,  116 
number of landmarks,  22 
number of dimensions,  2 
number of non-zero PCs,  40 


Procrustes output
,,X 1 ,Y 1 ,X 2 ,Y 2 ,X 3 ,Y 3 ,X 4 ,Y 4 ,X 5 ,Y 5 ,X 6 ,Y 6 ,X 7 ,Y 7 ,X 8 ,Y 8 ,X 9 ,Y 9 ,X 10 ,Y 10 ,X 11 ,Y 11 ,X 12 ,Y 12 ,X 13 ,Y 13 ,X 14 ,Y 14 ,X 15 ,Y 15 ,X 16 ,Y 16 ,X 17 ,Y 17 ,X 18 ,Y 18 ,X 19 ,Y 19 ,X 20 ,Y 20 ,X 21 ,Y 21 ,X 22 ,Y 22 ,
 92           ,R34          , 9.0068484554905E-03       ,-1.22796215919239E-04      ,-1.24605846279049E-02      , 9.31841350435517E-03      , 1.75640732326673E-03      ,-4.98878328221723E-03      , 1.54937206686339E-03      , 2.04508526951641E-03      ,-1.19232182281356E-03      , 1.70113874070226E-03      ,-3.6404722067249E-03       , 1.04681360995323E-03      ,-2.49139685197797E-03      ,-8.94200573985217E-04      , 1.18969571026414E-03      , 9.42012238285154E-05      , 1.71136971002176E-03      ,-2.8583924338619E-04       , 2.40552926947977E-03      , 9.70288758966758E-05      , 5.82884655310356E-04      , 9.03314278987369E-04      , 1.72153214626801E-03      , 2.99078272660386E-05      , 1.6100043691841E-03       ,-1.10674089126048E-03      , 2.3559744941651E-04       , 8.18133549811779E-04      ,-4.13189724570231E-04      , 1.39439597666145E-03      ,-2.11294595794121E-04      ,-4.75876928085411E-04      ,-6.46972128729506E-04      , 2.91414782973861E-04      ,-2.69053578543086E-05      , 2.70693076214664E-05      ,-2.39490608008044E-05      , 4.15779243174146E-04      , 9.43310302346318E-04      ,-1.17485210778364E-03      ,
 93           ,R35          , 2.45519957868967E-02      ,-2.59689547895531E-02      ,-1.28141824254882E-02      , 8.53744344902223E-03      ,-8.1823785594849E-03       ,-9.46272093314142E-04      ,-2.45403633490529E-03      ,-7.55201978838517E-04      ,-3.4458713687818E-03       , 3.96726035186886E-03      , 4.43942117601179E-03      ,-1.80481316171594E-03      ,-1.6674853820146E-03       , 1.91106418703047E-03      , 1.05316092350766E-04      , 1.25763737666416E-03      ,-1.66265073286057E-03      ,-4.18271688940211E-05      ,-5.69291198891741E-04      ,-1.81071212030002E-03      , 3.66915015057983E-03      ,-1.09200248163302E-03      , 1.09252230696514E-03      , 9.4598509565465E-04       , 7.1571279137231E-04       , 1.18601908266859E-03      , 3.44547570223017E-04      , 8.86162112915531E-04      ,-6.53742264710892E-04      ,-2.03874569824176E-03      , 3.84905209849844E-04      , 9.48450917665655E-04      ,-7.55020048874556E-04      , 4.29794179546404E-04      ,-9.64490759890311E-04      ,-6.35082395629294E-04      ,-4.71111966913725E-04      , 1.04422684428221E-05      ,-7.5708826812209E-07       , 2.44981171592259E-04      ,
 94           ,R36          , 2.56491695781488E-02      ,-3.31987298323499E-02      , 2.21578266643614E-03      , 4.13423342516957E-03      , 2.21393657914611E-03      , 8.91780247310387E-04      ,-1.05453337270666E-03      , 3.33760594633925E-03      ,-2.89120492962493E-03      , 1.04468273354706E-03      , 4.46587932855545E-04      ,-1.95710466248159E-03      , 1.52294339280785E-03      , 5.39596604030794E-03      , 1.51799995216811E-03      , 2.9060610364126E-03       , 4.40860517579306E-04      ,-1.94729535600811E-03      ,-1.28099957366049E-03      , 1.45271817715623E-04      ,-8.83581232016874E-04      , 2.68196305166491E-04      ,-3.87393096673343E-04      , 7.30162710786407E-05      ,-8.22102956711676E-05      ,-2.7702059925752E-04       ,-2.97798310423043E-04      , 5.93412874673714E-04      ,-8.99999459164431E-05      , 1.02159923581091E-03      ,-3.31045656353986E-04      ,-3.86940982662153E-04      , 5.18003347032072E-04      ,-6.62964140026926E-04      , 5.60741769600107E-04      ,-3.06828598287934E-04      ,-9.86702365214022E-04      ,-3.01732972153122E-05      , 3.49623660217512E-04      , 3.41611328898351E-04      ,
 95           ,R37          , 0.030325252281773         ,-3.18962786157638E-02      ,-6.57796563257483E-03      , 1.84235444977814E-03      , 1.72946174709998E-03      ,-3.32369271519717E-03      , 3.7793405371464E-03       , 3.7303859105339E-04       ,-1.83209405594891E-03      , 2.30273474065578E-04      ,-1.41231711326567E-03      , 2.63738885958605E-03      , 1.86035152599731E-03      ,-1.52941938360466E-03      , 2.00697877617469E-03      ,-8.94493305623236E-04      , 1.49874977107942E-03      ,-3.33822531282889E-03      , 2.79429221310356E-03      ,-1.70556587097122E-03      ,-1.40975811357363E-03      , 2.48731556278001E-04      ,-1.14480470704498E-03      ,-3.41965217825058E-05      ,-6.05018240052946E-04      ,-7.12732253941475E-04      , 1.00409413157884E-03      , 4.42588758241175E-04      ,-6.00113912668429E-04      ,-1.70700885256845E-04      ,-3.93785525599559E-05      ,-6.41491973386287E-04      , 3.94071723709609E-04      ,-6.49168490262489E-04      , 7.85317989178487E-04      ,-3.33799586264633E-04      , 4.63722638463476E-04      ,-1.27682181588839E-04      ,-8.4357781508247E-05       , 5.52049775070612E-04      ,
 96           ,R38          , 1.27524602976614E-02      ,-1.62572658489928E-02      , 1.04948893755877E-02      , 1.47751952665979E-02      , 5.91361018228006E-03      ,-4.89044020730293E-03      ,-9.04680326979538E-03      , 3.70236593759416E-03      , 5.65211731767431E-04      ,-3.19549850726151E-03      ,-5.53584238658538E-03      , 9.06608589764811E-04      ,-9.44541581851486E-04      ,-9.97276985218016E-04      ,-1.93092911063174E-03      ,-1.49819598122046E-03      ,-1.23343669802682E-03      , 1.00859035795427E-03      , 1.1417306238983E-03       ,-6.97359691265681E-04      , 1.42313344398742E-03      ,-1.72286289405189E-04      ,-2.88255511109257E-04      ,-3.87630083071608E-05      ,-1.70247980246465E-04      ,-3.5449040501009E-04       , 4.55535389935426E-04      ,-5.41357396274348E-04      ,-6.8217854488812E-04       , 6.51382396541446E-04      ,-3.1850659306712E-05       ,-6.47960787657454E-04      , 4.24945338367476E-04      ,-3.140929281518E-04        ,-2.85260141327931E-04      , 5.91372789221227E-05      , 6.22084418371988E-04      , 4.4399200734356E-05       , 2.72474986489244E-04      ,-4.53968421057849E-04      ,
 97           ,R39          ,-1.17111177411802E-03      , 5.60739731756177E-03      , 1.78540082309886E-03      , 1.26974630804467E-02      , 1.12700921234824E-02      ,-2.73839730731429E-03      ,-2.35774721951283E-03      , 2.91385989385642E-03      , 9.33003138766517E-03      ,-8.61777377925013E-04      , 3.28321437933759E-03      ,-3.02508148215851E-03      ,-2.10059966681241E-03      ,-6.82121105685294E-03      , 9.41664753933257E-04      , 2.36244029654318E-03      , 1.10913569845828E-04      , 1.63820890088047E-03      ,-1.49230302615135E-03      , 2.68473372103681E-03      , 8.44136606983189E-04      , 3.08877117566198E-04      ,-1.98777193383604E-03      ,-4.78226672147578E-04      , 4.25496814183612E-04      , 6.10675265049839E-04      , 1.91822094034756E-03      ,-1.68069957079232E-04      ,-3.91453633742097E-04      , 1.54660251211618E-04      ,-3.84504224805324E-04      ,-8.43679387601807E-04      , 1.06731328045395E-04      ,-3.10695250614525E-04      ,-9.62642172178803E-04      ,-8.93588000074095E-04      , 4.18574137662427E-04      ,-3.79504602870961E-05      , 8.26646377292585E-05      ,-1.23253998889326E-05      ,
 98           ,R40          , 3.45982999899982E-02      ,-4.77842275462747E-02      ,-9.0885638520891E-05       , 4.60448165197368E-03      , 3.75556737750226E-03      , 3.55994865884355E-03      ,-3.78741019575699E-04      , 8.9855383171504E-04       ,-2.01921906222968E-03      ,-7.14548534122447E-04      , 1.16434501059034E-03      , 3.50097139632016E-03      ,-1.78707273175761E-04      ,-4.07306141359905E-05      , 8.86009997212412E-04      ,-2.72244201497082E-04      , 1.31890499475217E-03      ,-1.96478474272044E-03      ,-2.97676923718844E-04      ,-4.92907920139453E-04      ,-6.7449486073136E-04       ,-5.82153183814455E-04      , 1.44875312047751E-03      , 2.40667743883613E-03      , 1.36822316708684E-04      ,-1.9613497943195E-03       , 1.36785307262561E-03      ,-1.21076862038071E-04      , 1.51693280959926E-03      ,-1.54656802052946E-03      , 1.08282635408593E-03      , 1.98461020489084E-04      , 4.04559272223683E-04      ,-3.22679718875074E-04      ,-2.02105542810924E-05      , 2.69269951528043E-04      ,-1.07702043691064E-03      , 2.1844058670442E-04       , 5.73767004547666E-04      , 3.69977904004382E-04      ,
 99           ,R41          , 4.29998333702892E-02      ,-5.68681734917562E-02      ,-1.12821756222196E-02      , 0.005878042194121         , 2.89052146412266E-03      , 1.36815397015218E-03      , 2.40031885470831E-04      , 2.49091838674502E-03      ,-5.63856679411021E-03      ,-9.96742237762753E-04      ,-7.54370782924343E-05      , 1.23153978512096E-03      , 3.53183639356032E-04      ,-2.51352029475768E-03      ,-9.12342503232468E-04      ,-1.57132689709877E-03      , 2.04187475755828E-03      , 1.09612470609036E-03      , 2.79611700439461E-03      , 2.1721277043087E-04       , 2.70457933912977E-04      ,-1.54915945578984E-03      ,-6.16510017741824E-05      ,-1.85140031678565E-03      , 1.01362068060433E-03      ,-1.00786495167332E-03      ,-8.99293645227564E-04      , 4.19598212183939E-04      ,-5.84398563235175E-05      ,-1.0848089119134E-03       ,-1.09148203033615E-03      , 1.3178579199185E-03       ,-7.98498897910175E-04      ,-1.53347760636399E-03      , 6.59579280548562E-04      ,-1.22774150390298E-04      ,-9.9548130913225E-05       ,-7.42712914792183E-05      ,-1.00374377766222E-04      ,-4.94552168781169E-04      ,
 100          ,R42          , 1.68965583731336E-02      ,-1.39908641384295E-02      ,-1.86759179944112E-03      , 5.64043526748069E-03      ,-6.55057874952714E-03      ,-6.79551884677136E-03      ,-6.01893085090523E-03      , 9.7272254620626E-05       ,-1.79460113957976E-03      ,-2.72310593740045E-03      , 1.07389266363615E-03      , 6.47149391220939E-04      ,-1.26526055625936E-04      ,-8.84531884362888E-05      , 2.15293606321341E-04      ,-8.71376433812675E-04      ,-1.71569585639928E-03      , 1.28626663329278E-04      ,-4.85804975801461E-04      ,-8.6876276387242E-04       ,-2.69958035078349E-03      , 8.0352913249333E-04       , 1.32068723128809E-03      , 1.73436713411766E-03      , 8.84219191463256E-04      , 2.27376413347517E-03      , 4.82735922448807E-04      , 8.75814919558875E-04      , 9.63331085443672E-04      , 2.23583546530783E-04      ,-4.05013167313942E-04      , 3.36967347895227E-04      ,-7.03106995709129E-04      ,-2.4322385495569E-04       , 5.33662296926967E-04      ,-7.65096204959114E-04      , 6.22664410777313E-04      ,-1.14515838720076E-03      , 1.64919855860292E-04      ,-1.21674152965259E-04      ,
 101          ,R43          , 3.85621316461118E-02      ,-4.16956777844228E-02      ,-2.59417284130178E-02      , 2.34851019991647E-03      ,-6.7393291043497E-03       , 3.38665387290523E-04      , 2.68676218055398E-03      , 2.34731510416994E-03      ,-3.85353110103324E-04      ,-5.00403116604435E-04      ,-2.37589498770848E-04      , 2.48491682766068E-03      ,-1.08005564785899E-04      ,-4.50020531797694E-03      ,-4.79668549321666E-05      , 2.99631543796753E-03      ,-3.4059299113608E-03       ,-1.6964685510082E-04       , 2.23476056838433E-03      ,-2.77164663444648E-04      ,-2.5465774098773E-04       , 7.12372077474755E-04      , 4.69718935849407E-04      ,-1.32614459890646E-04      ,-1.06244813751732E-03      , 2.46110237911397E-04      , 2.52668471656145E-04      ,-5.78483609977486E-04      , 1.09861748743178E-03      ,-1.59568911605373E-04      , 1.15360382963586E-03      , 5.70070666784373E-05      , 4.25459716223434E-04      , 1.34242492084084E-04      , 2.0986122436217E-04       , 1.43541567767377E-04      ,-1.10264498116224E-04      , 3.19838933495839E-05      , 2.73613680905272E-04      , 2.05994524202878E-04      ,
 102          ,R44          , 3.53575858652012E-02      ,-4.40767904052507E-02      ,-9.27406072165164E-03      , 2.92670049882921E-03      , 2.12969639956503E-03      , 3.74188697700225E-03      , 5.58094903414031E-03      , 1.00585350495511E-03      ,-4.62915048621009E-04      , 1.03849586325107E-03      , 3.09331844148107E-03      , 2.15387000473716E-03      ,-1.81621183132768E-04      , 2.28815565452661E-03      , 2.72701391197397E-03      ,-1.82618394322405E-03      ,-2.06699867450334E-03      , 2.55591257223025E-03      ,-4.3802957346321E-04       ,-5.77240827269359E-04      , 1.20447176367242E-03      , 2.28854296364898E-04      ,-2.06791477605701E-03      ,-2.45254169020637E-03      ,-2.01843050784171E-03      ,-3.6586149950956E-04       ,-1.25449523602116E-03      , 9.40699051112961E-04      , 1.46102601213896E-03      , 7.65502317348915E-04      , 7.7369695176263E-04       , 3.74186037994058E-04      , 2.86215429945412E-04      ,-3.37668188994209E-04      ,-7.74294214211926E-05      , 1.46472885515658E-03      , 6.11733239547431E-04      , 4.49030795317337E-04      ,-8.95248259474052E-05      ,-2.73275247898231E-05      ,
 103          ,R45          , 0.025272874483785         ,-3.14816437977036E-02      , 2.71727212275303E-03      , 6.60837358514308E-03      , 8.56200658652859E-04      ,-2.43650337476901E-03      ,-2.58927227005602E-03      , 2.07882455404453E-03      ,-5.55662290651631E-03      ,-2.51491498095337E-03      ,-4.65935939987248E-04      ,-1.90630315089932E-04      ,-4.54044761040245E-04      , 1.64151694153044E-03      , 6.22762186148189E-04      , 9.74190348589455E-04      ,-1.82269040952377E-03      ,-4.55160546536361E-04      ,-1.99824653140907E-03      , 3.48521441442909E-04      ,-7.42949965788271E-04      , 1.98147115229981E-04      ,-1.06501934582333E-03      , 8.76232539940176E-04      , 2.02857632747072E-03      ,-5.40326032012335E-04      ,-1.93384324415152E-03      ,-1.97823983546201E-03      , 8.14895236110209E-04      , 1.46285795363852E-03      , 1.89350879288338E-03      ,-6.82148376588709E-04      ,-1.47324825977936E-04      ,-1.17608663024249E-04      ,-1.90584801500776E-04      ,-1.10033965444219E-04      , 5.27653023762289E-05      ,-6.40480394596243E-06      ,-8.08750858420484E-05      ,-6.05600317433474E-04      ,
 104          ,R46          , 2.47728447462075E-02      ,-3.32491780867779E-02      , 3.39126440934557E-03      , 7.91937429879832E-03      , 2.69905416281547E-03      ,-4.2760892263613E-03       ,-8.64570211158365E-04      , 5.87983308075206E-04      ,-1.22203317359027E-03      , 3.45213748514547E-03      ,-2.1447862221526E-03       ,-2.64297344969453E-04      ,-1.59241001276737E-03      , 1.61942250347905E-03      ,-1.5203374897631E-04       , 8.53610804668755E-04      , 2.51923000442351E-04      , 3.31874527903252E-04      , 1.1471026412043E-04       , 2.78755577870735E-03      , 2.93448333138537E-04      ,-4.48600623662344E-04      , 9.7157409910415E-04       , 3.74544338282623E-04      ,-9.92060213362326E-04      , 1.79237449102131E-03      ,-1.11162417400231E-03      ,-4.29244453844824E-04      ,-4.61594929568362E-04      , 6.02141079207604E-04      , 1.77747214860468E-03      , 6.3005582706426E-04       ,-1.20383223398074E-05      ,-6.01177183952716E-04      , 4.87982122814566E-04      , 8.87174921371605E-05      , 1.04157273455488E-03      ,-1.57045521570055E-04      ,-1.70294724330823E-05      , 1.72137067673838E-04      ,
 105          ,R47          , 1.87343917248918E-02      ,-0.025509414389353         ,-4.51212990055665E-03      , 8.57708963856134E-03      , 4.08199069452304E-03      , 3.93610515804901E-03      ,-7.39909348245995E-03      ,-1.35276510860592E-03      , 5.04758763979825E-04      , 1.41542933913554E-03      ,-2.2715686276478E-03       ,-8.33786263237048E-04      ,-2.25755926008682E-03      , 9.6153848413093E-04       , 3.13713906764299E-03      ,-1.1406221232847E-03       ,-7.30935372293168E-04      ,-5.91075475112796E-04      ,-9.90381209408809E-04      , 1.14563709291507E-04      , 5.06314619152999E-04      ,-1.58761833912019E-03      , 6.11329277081031E-04      ,-3.77867109628176E-05      ,-1.03014839781781E-03      , 1.99530738208635E-04      , 2.20058093523055E-03      ,-1.57786549264009E-03      , 7.21631401321108E-06      , 1.04379413940766E-03      ,-4.70521475666875E-04      , 6.38568506935311E-04      ,-4.35494271440091E-05      , 1.05670438246112E-04      , 1.15751304773202E-03      , 8.95030945534322E-04      ,-7.54081921142128E-04      , 3.60456628723737E-04      ,-1.1539002435349E-04       , 9.51028133706115E-05      ,
 106          ,R48          , 2.79552131812889E-02      ,-3.45427302002957E-02      ,-9.81018244188485E-03      , 1.57833055812655E-03      , 1.53306290749195E-03      ,-3.63948002350794E-04      ,-6.86141183156146E-04      ,-1.98540735146159E-04      ,-5.25812508798784E-03      ,-3.15194424862886E-03      , 1.21306661445041E-03      ,-1.23169428764819E-03      ,-2.71927217906077E-03      ,-1.03545465220509E-03      ,-5.03570971338002E-03      ,-4.83243536129182E-03      ,-3.09350389432457E-03      ,-1.57175846107161E-03      ,-2.86765296743469E-03      , 2.13083995145887E-03      ,-1.71045403891089E-03      , 6.2431420377351E-04       , 2.07418429469293E-04      ,-2.92692227157689E-03      , 8.60214021298204E-04      ,-3.46381245595761E-04      , 1.30190053789219E-03      ,-5.59791702532728E-05      ,-8.77124882545427E-05      ,-1.92610687573211E-04      , 1.19198625841807E-03      , 1.12175789126906E-03      ,-1.14757117288221E-03      , 6.91921726857544E-04      ,-6.59876538770029E-05      ,-8.47523805335259E-04      , 2.42155889204848E-04      , 1.48632986436455E-04      ,-3.53900328288156E-04      , 1.45192512347527E-04      ,
 107          ,R49          , 4.14160417350198E-02      ,-5.34446053952244E-02      ,-1.91937680260111E-02      , 1.72982837297969E-03      , 2.28857523012383E-03      , 5.96012501519061E-03      , 4.8905600595666E-03       ,-6.75787347696252E-03      , 2.00923249468173E-03      , 0.001213508092119         , 3.78193092674785E-04      , 2.42281653859224E-03      ,-8.40336114185544E-04      , 5.45049990233783E-05      ,-5.30763048856753E-04      ,-3.36843879281927E-03      , 1.76448779939924E-03      , 9.13315948813105E-04      ,-2.64858546935641E-04      ,-1.21782234065448E-03      , 1.24115486362148E-03      , 1.76786409899556E-03      ,-1.76862183814301E-04      , 4.18697843605064E-03      ,-1.97961728817019E-03      ,-1.37145737070506E-03      ,-5.17493597983577E-04      ,-3.40017044014409E-04      ,-1.37786030016862E-03      , 9.69992107115855E-04      ,-7.71005162116827E-04      , 4.07839253068784E-04      ,-2.40348631857227E-04      , 1.30443111927383E-03      ,-1.63741030409954E-05      ,-8.72232662254527E-04      ,-7.33931496314422E-05      , 1.72679166324658E-04      ,-6.31070079702737E-04      ,-2.02164123398296E-04      ,
 108          ,R50          , 3.71251483761648E-02      ,-4.83082438401957E-02      ,-5.93962757018176E-03      , 3.13594794573303E-03      , 4.92296685220761E-03      , 1.73200343193405E-03      ,-1.49077061335454E-03      ,-9.62327532503339E-05      , 4.16668579874405E-04      , 2.64327040217272E-03      ,-9.70364007973303E-04      , 1.74189966418475E-04      , 2.54695008181897E-03      ,-1.02209748288182E-03      , 9.09482087479286E-04      , 6.20622616084732E-05      , 1.04340020785479E-03      , 1.62585777146668E-03      ,-4.00740555044478E-03      ,-5.2078553697254E-04       , 4.11321256077286E-04      , 3.01236341129117E-03      , 8.43990282115712E-04      ,-5.85474150203104E-04      ,-1.31320610663689E-03      ,-4.0379601377688E-04       , 1.87019639310353E-05      ,-9.68699942890114E-04      ,-7.40793010771053E-04      ,-8.21983153170047E-04      , 8.15244409311683E-04      ,-1.40899766035466E-03      ,-1.33891736707572E-03      ,-5.00974174530736E-04      , 1.47632083433377E-04      ,-2.60638027911696E-04      ,-1.43276250559498E-04      , 1.03975005187545E-04      , 1.77700089332109E-05      ,-1.19394214277373E-04      ,
 109          ,R51          , 3.54298591067172E-02      ,-0.042330713091113         ,-5.85472056653727E-03      , 1.3402690056758E-03       , 4.02264470415036E-03      ,-2.75936676643942E-03      , 6.84923034137674E-03      ,-2.02541622114833E-03      ,-2.06764369829083E-03      , 4.43908691754114E-03      , 3.02778851469875E-04      ,-5.89364694941761E-03      ,-7.15028473016448E-04      ,-4.00131614799288E-03      ,-9.59357116286205E-04      , 2.04308398272113E-03      , 1.41877390473072E-03      ,-2.68564901274923E-03      , 8.29807788650873E-04      , 3.43399079867901E-03      ,-7.17141349588659E-04      ,-9.76315127355701E-04      , 1.90661608842309E-04      , 5.77199072911498E-04      , 5.92886309556858E-05      , 5.59531802670906E-05      ,-4.27555196730186E-04      ,-7.51440639194264E-04      , 8.30230784932448E-04      , 3.92647579468013E-04      ,-4.47293402831456E-04      ,-8.98139582444283E-04      , 6.88617695150055E-05      , 9.02941292872244E-05      , 6.357029262172E-05        , 6.93909897924474E-04      ,-3.98932960361755E-04      , 7.6130694443709E-04       ,-8.75521131801269E-04      , 8.13582159947386E-05      ,
 110          ,R52          , 0.028003753297281         ,-3.63739855876364E-02      , 2.64136188180295E-03      , 6.31902750653409E-03      , 6.30020371783688E-03      , 3.88272501616011E-03      ,-2.5451622799499E-03       ,-4.03389222710842E-03      ,-2.70223634246081E-03      ,-2.03947878188241E-03      ,-1.3812127217431E-03       , 1.8525764940171E-03       ,-1.85311736422324E-03      ,-2.22858296733925E-04      , 2.64760992058452E-03      , 2.0594706043381E-03       , 2.26231505149469E-04      , 4.88875772410515E-04      , 1.27634737340033E-03      , 6.35714483631308E-04      , 1.17739539715806E-03      , 2.49693690801829E-03      ,-1.46934230765736E-03      , 4.11965075339114E-04      , 1.75052297874156E-03      , 1.44307445225567E-04      , 7.4980695273319E-04       , 3.9160127794067E-04       ,-3.84479852620845E-04      , 1.66564454357549E-04      , 7.56373029647228E-04      , 4.42452361694941E-04      ,-2.60111428584138E-04      , 1.47925595997242E-03      , 1.46443977534145E-03      , 1.53222190361243E-03      , 3.7674021485576E-04       ,-1.70828002044865E-04      ,-3.5850893537683E-05       , 4.82912112397639E-04      ,
 111          ,R53          , 0.028472552076905         ,-3.40928824919311E-02      ,-4.16152747721822E-04      , 4.06812217697573E-03      , 3.96986419154397E-03      , 1.11688726152467E-03      ,-2.35595880279938E-04      , 3.24367371289194E-03      ,-6.19820224933203E-04      ,-1.88201363035323E-03      , 6.11160243175441E-04      ,-1.10137187116127E-03      , 2.18557344882919E-03      ,-3.7688716435174E-04       , 1.22941906068758E-03      ,-1.50607499760941E-03      , 3.22360695778818E-03      ,-1.59022096334228E-03      ,-2.1776923298316E-04       , 1.36753525588538E-03      , 7.78121864973849E-04      , 5.17327993185651E-04      , 4.70485596403168E-03      ,-1.13478113505521E-03      , 1.1070578270633E-03       ,-0.000155273125741         ,-2.00752073352783E-03      , 2.49971868018378E-04      ,-1.1865459847533E-03       ,-3.61836874829763E-04      ,-1.36304167721606E-03      ,-9.2461652976525E-04       , 8.02977578140808E-04      , 1.18208698455314E-03      ,-5.43971413824006E-04      , 1.9760021413021E-04       , 8.45016189082484E-04      ,-9.93476339422289E-05      ,-2.93554779979154E-07      , 9.05693689261155E-04      ,
 112          ,R54          , 2.02760592858072E-02      ,-3.13956946032803E-02      , 2.8876081123725E-03       , 9.91339908684188E-03      ,-2.17682738864495E-05      ,-2.78552491963193E-03      ,-8.29964906807381E-03      ,-2.61461768550234E-03      ,-6.72380139909326E-03      , 1.96872491212089E-03      ,-4.0956404521188E-03       ,-3.60341274810836E-03      , 1.86764765482737E-03      ,-7.8176188836754E-04       ,-2.09974589842693E-03      , 8.88104125748062E-04      , 1.00037511175764E-03      ,-7.67788231009942E-04      , 8.43367860300387E-04      , 5.78670780485722E-04      , 1.37606106678772E-03      , 8.77901836342545E-04      ,-1.98861202691903E-03      ,-4.19411148273644E-04      ,-7.51913142463653E-04      , 5.23610621355262E-04      ,-1.24781389981121E-04      , 8.50042052123742E-04      , 1.03324303780282E-03      , 1.0456556512647E-03       ,-4.61895623576371E-04      ,-4.85358046461657E-04      ,-5.69596663936057E-04      ,-2.49990902661832E-04      ,-1.43537085949823E-03      ,-3.0097283794753E-04       ,-5.38108754110648E-04      ,-3.13530128667928E-04      ,-2.46928452662034E-04      , 2.01240443710806E-04      ,
 113          ,R55          , 0.023539363026974         ,-3.64882519074959E-02      ,-1.00463488231903E-02      , 7.51288594292322E-03      ,-4.45344501224019E-03      , 8.5291257768555E-04       ,-9.68099690935668E-03      ,-8.00393943371002E-03      ,-1.56536042452455E-03      , 3.23592104701256E-03      , 4.2892885422141E-03       , 2.11832633140481E-03      , 4.01141806701637E-03      , 3.280105466535E-04        ,-1.53145687059971E-03      , 1.41029780137518E-04      ,-2.27312556083508E-03      , 3.56607999730629E-03      ,-2.15658103917479E-04      , 3.39882491160572E-04      ,-3.70040787986423E-03      ,-3.4962183656543E-04       ,-4.17613879877615E-04      ,-4.35511610521591E-04      , 2.8042329498299E-04       ,-5.20478292180956E-04      , 1.04489434806705E-03      ,-1.2958041792833E-03       , 8.56399520167356E-06      ,-7.59189940731893E-04      ,-1.22837077466954E-03      ,-1.2398081774342E-03       , 8.95696547205701E-04      , 1.9184942865259E-04       ,-1.85253686363369E-04      , 2.00637843026331E-04      , 3.03335641459388E-04      ,-3.34856044074635E-04      ,-5.36281641285755E-04      , 4.19908243298061E-05      ,
 114          ,R56          , 2.20783808701678E-02      ,-0.027100034665003         , 3.50027345107499E-03      , 3.5831228600964E-03       , 1.78356094538317E-03      ,-5.50822087683615E-03      ,-1.66182292129247E-03      , 2.31443611465847E-03      , 1.19781886096345E-03      , 8.19382756301117E-04      ,-2.88540966226817E-03      ,-8.52840913758486E-04      , 1.39873412258327E-03      , 7.23312024988847E-04      , 2.38793570900242E-03      , 1.40228699579851E-03      ,-1.65424323608591E-03      , 6.96018799684488E-04      ,-5.89052041953063E-04      , 9.62958577102199E-04      ,-2.74206043068353E-04      , 9.32112800620028E-04      ,-1.72457585489223E-04      , 9.93648787947515E-04      ,-3.15651202002329E-04      , 7.47167881595607E-04      ,-1.9645716403041E-03       ,-5.80734939771382E-04      , 4.43922273514604E-04      ,-4.08676188805495E-04      ,-1.12450662447871E-03      , 1.48190220594755E-03      , 5.75469489078218E-04      ,-4.58579130843343E-04      , 6.27916202101151E-04      ,-1.11518024564278E-03      , 3.51085592966495E-04      , 4.61695399214404E-04      , 1.25423217343474E-04      ,-1.97624262962839E-04      ,
 115          ,R57          , 3.15076629722786E-02      ,-4.73015503247883E-02      , 1.07349529997176E-02      , 8.44314841745396E-03      , 1.17740234366837E-02      ,-3.78753818534359E-04      ,-6.62043802005629E-05      , 3.24987302328519E-03      , 4.74647089171068E-04      ,-1.11115322554854E-03      , 3.17942485241043E-04      , 2.7123212567074E-03       ,-3.09074664380922E-03      ,-1.61839999058918E-03      , 3.82068775484941E-05      ,-1.08697643234503E-03      , 3.94159028622017E-04      , 2.94535992600172E-03      , 5.69501439586639E-04      ,-1.1710487364493E-03       , 1.0188900155075E-03       ,-0.001407188840013         ,-1.59175994506639E-03      , 1.36513944460204E-03      , 1.44808150245167E-03      , 1.18734327852397E-03      ,-1.8377723594491E-03       , 5.81416729098434E-04      , 1.19562445761728E-03      ,-6.90685268871389E-04      ,-5.3508437668472E-05       ,-7.0999505677621E-04       , 4.47082464779349E-04      ,-7.817898947101E-04        , 4.57485165596325E-04      ,-8.58371362728033E-04      , 1.44494238809266E-04      , 6.27639361159937E-04      ,-1.0860858471197E-04       ,-5.56927941434477E-04      ,
